,SRS011061,SRS011134,SRS054956,SRS012902
Parabacteroides_merdae_ATCC_43184_26dap_M,-79.52709047486424,-4.507363842105813,0.024489593692616718,-0.7102981547100171
Bacteroides_vulgatus_ATCC_8482_26dap_M,-26.96673411930287,-15.372071118751549,0.0,-109.06296909551972
Alistipes_putredinis_DSM_17216_26dap_M,0.0016468220079990002,0.0057797594757,0.00020152303113599998,5.655412286999999e-05
Bacteroides_sp_20_3_2hyoxplac,0.0,0.0,0.0,-3.177791788749999e-05
Bacteroides_cellulosilyticus_DSM_14838_2obut,-99.24504800000003,-2.9321884000000003,0.0,0.0
Parabacteroides_merdae_ATCC_43184_2obut,-79.56418160000003,-4.509509999999998,0.024454400000004983,-0.7106755999999557
Bacteroides_vulgatus_ATCC_8482_2obut,-26.96093680424886,-15.368757217989888,0.0,-109.0395879176765
Bacteroides_ovatus_ATCC_8483_2obut,-12.340900000000033,-2.2281619999999975,-54.925534799999994,-26.800787199999945
Parabacteroides_merdae_ATCC_43184_4abut,-79.6641816,-4.609509999999999,-0.07554560000000521,-0.8106755999999962
Bacteroides_vulgatus_ATCC_8482_4abut,-27.07728800000001,-15.478104000000002,0.0,-109.205534
Bacteroides_ovatus_ATCC_8483_4abut,-12.44090000000001,-2.328161999999999,-55.0255348,-26.900787199999996
Alistipes_putredinis_DSM_17216_4hbz,0.0002038856642185,0.00071556615955,2.4949664784e-05,7.001712904999999e-06
Bacteroides_ovatus_ATCC_8483_C02528,0.0,0.0,-12.202365200000003,0.0
Bacteroides_vulgatus_ATCC_8482_Ser_Thr,-9.0,0.0,0.0,-9.0
Bacteroides_vulgatus_ATCC_8482_T_antigen,-3.0,0.0,0.0,-3.0
Bacteroides_vulgatus_ATCC_8482_Tn_antigen,-9.0,0.0,0.0,-9.0
Bacteroides_cellulosilyticus_DSM_14838_ac,-99.24504800000004,-2.9321883999999967,0.0,0.0
Parabacteroides_merdae_ATCC_43184_ac,-79.56418160000003,-4.5095100000000015,0.024454399999861653,-0.7106756000001724
Bacteroides_vulgatus_ATCC_8482_ac,-26.97728799999997,-15.378104000000011,0.0,-109.10553400000003
Alistipes_putredinis_DSM_17216_ac,-26.23756359999993,-92.33547999999998,-3.1229504000002635,-0.8044680000000177
Bacteroides_sp_4_3_47FAA_ac,-24.967051200000025,-13.557444800000003,-0.763258400000268,-100.4453904
Bacteroides_sp_20_3_ac,-13.627835200000025,-5.804903200000001,-0.6405212000002005,-1.4983044000000092
Bacteroides_ovatus_ATCC_8483_ac,-12.340900000000023,-2.228162,-54.92553480000019,-26.800787200000006
Bacteroides_sp_2_1_33B_ac,-11.384439200000022,-7.258398800000001,-2.870904800000197,0.0
Bacteroides_vulgatus_ATCC_8482_acald,-27.077288,-15.478104,0.0,-109.205534
Bacteroides_vulgatus_ATCC_8482_acgal,-11.0,0.0,0.0,-11.0
Bacteroides_ovatus_ATCC_8483_acgal,0.0,0.0,-6.0,-6.0
Bacteroides_ovatus_ATCC_8483_acgalglcur,0.0,0.0,-4.6948548,-5.0
Bacteroides_ovatus_ATCC_8483_acgalidour2s,0.0,0.0,-0.6948548,-1.0
Bacteroides_ovatus_ATCC_8483_acgalidour,0.0,0.0,-0.6948548,-1.0
Bacteroides_cellulosilyticus_DSM_14838_acgam,-99.24504800000008,-2.9321884000000003,0.0,0.0
Bacteroides_vulgatus_ATCC_8482_acgam,-26.97728799999976,-15.37810400000001,0.0,-109.09512332155666
Bacteroides_sp_4_3_47FAA_acgam,-23.39386988055142,-13.557444800000006,-0.7632584000000406,-79.41969746422706
Bacteroides_ovatus_ATCC_8483_acgam,-12.340899999999898,-2.2281620000000046,-54.92553480000004,-26.79454602328066
Parabacteroides_merdae_ATCC_43184_acmana,-79.53517849230117,-4.504488573420646,0.021206608352143608,-0.7106756
Bacteroides_sp_2_1_33B_acmana,-5.612220903206023,-4.152022100901224,-1.462940692915322,0.0
Bacteroides_vulgatus_ATCC_8482_acnam,-2.9,0.10000000000000009,0.0,-2.9
Bacteroides_sp_20_3_acnam,0.006347476439776,0.002730309141616,0.00034240219245600004,0.0007390239884719999
Parabacteroides_merdae_ATCC_43184_ade,-46.03970717492943,-4.509509999999997,0.0244544,0.8106755999999999
Bacteroides_vulgatus_ATCC_8482_ade,-10.932316619142576,-15.378103999999997,0.0,-68.20321280298613
Bacteroides_cellulosilyticus_DSM_14838_adn,-26.438623975727626,0.004745987598547588,0.0,0.0
Parabacteroides_merdae_ATCC_43184_adn,-23.451571869721548,1.8298716592238073,0.060975058800806434,0.8106755999999999
Bacteroides_vulgatus_ATCC_8482_adn,14.770381515349426,-1.1617254864318405,0.0,-27.932257330027326
Alistipes_putredinis_DSM_17216_adn,-1.4216207038259119,-6.807920266698949,0.008703215381410279,0.08760817395566695
Bacteroides_sp_4_3_47FAA_adn,-4.909718021181253,-3.5242759990195287,0.0764965848896264,-19.652563519380877
Bacteroides_sp_20_3_adn,0.21415701417117955,0.18769561091013354,0.39336203698441596,0.2668554329176842
Bacteroides_ovatus_ATCC_8483_adn,-2.511110032935249,-0.047662665382127795,-20.3807949218143,-8.421300700320609
Bacteroides_sp_2_1_33B_adn,0.40124886947739424,0.21582015424292555,0.1065142021020401,0.0
Bacteroides_cellulosilyticus_DSM_14838_ala_L,-61.96463662402688,3.0321884,0.0,0.0
Alistipes_putredinis_DSM_17216_ala_L,10.904117066529775,-55.110687317654424,3.2229503999999998,0.9044679999999999
Bacteroides_sp_4_3_47FAA_ala_L,12.18487357716252,13.657444800000007,0.8632584000000001,-63.162902663340965
Burkholderiales_bacterium_1_1_47_ala_L,0.030533632356592,0.011788810300208,0.0,0.016422533819328
Bacteroides_cellulosilyticus_DSM_14838_arg_L,0.12510025169400002,0.0038182832427000003,0.0,0.0
Parabacteroides_merdae_ATCC_43184_arg_L,-17.779485741698085,4.60951,0.0755456,0.8106755999999999
Bacteroides_vulgatus_ATCC_8482_arg_L,12.898094190461126,5.237741282138804,0.0,-25.375687122259453
Alistipes_putredinis_DSM_17216_arg_L,0.016447578014518502,0.05772514844955,0.002012704323984,0.000564832351905
Bacteroides_sp_4_3_47FAA_arg_L,7.286507290580839,9.982230514343035,0.8632584000000001,-7.910857560694035
Bacteroides_sp_20_3_arg_L,13.7278352,5.9049032,0.7405212,1.5983043999999997
Bacteroides_ovatus_ATCC_8483_arg_L,0.008965845607500002,0.00167784814935,-24.789803275342344,0.01938672481536
Bacteroides_sp_2_1_33B_arg_L,11.4844392,7.358398800000001,2.9709048,0.0
Bacteroides_cellulosilyticus_DSM_14838_asn_L,-26.341547968769934,3.0321884,0.0,0.0
Parabacteroides_merdae_ATCC_43184_asn_L,-6.660681568769921,4.60951,0.0755456,0.8106755999999999
Bacteroides_vulgatus_ATCC_8482_asn_L,27.077288,15.478104,0.0,-59.205534
Alistipes_putredinis_DSM_17216_asn_L,26.337563600000003,50.04640954362099,3.2229503999999998,0.9044679999999999
Bacteroides_sp_4_3_47FAA_asn_L,25.0670512,13.657444799999999,0.8632584000000001,-50.54539039999999
Burkholderiales_bacterium_1_1_47_asn_L,13.583949996293821,5.26983111276244,0.0,6.126499894373105
Bacteroides_sp_20_3_asn_L,13.7278352,5.9049032,0.7405212,1.5983043999999997
Bacteroides_ovatus_ATCC_8483_asn_L,12.440900000000001,2.328162,-5.025534799999991,23.09921280000001
Bacteroides_sp_2_1_33B_asn_L,11.4844392,7.358398800000001,2.9709048,0.0
Bacteroides_cellulosilyticus_DSM_14838_ca2,0.0019395630446280001,5.91989302274e-05,0.0,0.0
Parabacteroides_merdae_ATCC_43184_ca2,0.0015553236494675999,8.9993768485e-05,1.4749145216000001e-06,1.58272250766e-05
Bacteroides_vulgatus_ATCC_8482_ca2,0.00020961205572999999,0.00011981987259,0.0,0.0008453873400774999
Alistipes_putredinis_DSM_17216_ca2,0.0002038856642185,0.00071556615955,2.4949664784e-05,7.001712904999999e-06
Bacteroides_sp_4_3_47FAA_ca2,0.0004893965741032,0.00026664112355279996,1.68538253724e-05,0.0019629979294744
Burkholderiales_bacterium_1_1_47_ca2,0.00030669199849460004,0.00011841151909540001,0.0,0.00016495448882640002
